BusinessAuto,,BAAudVisDataEqip2Cov,BAAudVisDataEqip2Cov,CAPP,COMP,COMP
BusinessAuto,,BABobtailLiabCov,BABobtailLiabCov_bi,CAPP,BODI,BODI
BusinessAuto,,BABobtailLiabCov,BABobtailLiabCov_pd,CAPP,PRPD,PRPD
BusinessAuto,,BABobtailLiabCov,BABobtailLiabCov_vd,CAPP,PRPD,PRPD
BusinessAuto,,BACollisionCov,BACollisionCov,CAPP,COLL,COLL
BusinessAuto,,BACollisionLimited_MAMI,BACollisionLimited_MAMI,CAPP,COLL,COLL
BusinessAuto,,BAComprehensiveCov,BAComprehensiveCov,CAPP,COMP,COMP
BusinessAuto,,BADealerLimitLiabCov,BADealerLimitLiabCov_bi,CAPP,BODI,BODI
BusinessAuto,,BADealerLimitLiabCov,BADealerLimitLiabCov_pd,CAPP,PRPD,PRPD
BusinessAuto,,BADealerLimitLiabCov,BADealerLimitLiabCov_vd,CAPP,PRPD,PRPD
BusinessAuto,,CADeathDisabilityCov,CADeathDisabilityCov,CAPP,NFLT,NFLT
BusinessAuto,,BADOCCollisionCov,BADOCCollisionCov,CAPP,COLL,COLL
BusinessAuto,,BADOCCompCov,BADOCCompCov,CAPP,COMP,COMP
BusinessAuto,,BADOCLiabilityCov,BADOCLiabilityCovBI,CAPP,BODI,BODI
BusinessAuto,,BADOCLiabilityCov,BADOCLiabilityCovPD,CAPP,PRPD,PRPD
BusinessAuto,,BADOCLiabilityCov,BADOCLiabilityCovVEH,CAPP,PRPD,PRPD
BusinessAuto,,BADOCMedPayCov,BADOCMedPayCov,CAPP,MPAY,MPAY
BusinessAuto,,BADOCUnderinsCov,BADOCUnderinsCov,CAPP,UNDR,BODI
BusinessAuto,,BADOCUninsuredCov,BADOCUninsuredBI,CAPP,UNIN,BODI
BusinessAuto,,BADOCUninsuredCov,BADOCUninsuredPD,CAPP,UNIN,PRPD
BusinessAuto,,BADOCUninsuredCov,BADOCUninsuredVEH,CAPP,UNIN,PRPD
BusinessAuto,,BAFellowEmployeesCov,BAFellowEmployeesCov,CAPP,BODI,BODI
BusinessAuto,,BAHiredCollisionCov,BAHiredCollisionCov,CAPP,COLL,COLL
BusinessAuto,,BAHiredCompCov,BAHiredCompCov,CAPP,COMP,COMP
BusinessAuto,,BAHiredLiabilityCov,BAHiredLiabilityCovBI,CAPP,BODI,BODI
BusinessAuto,,BAHiredLiabilityCov,BAHiredLiabilityCovVEH,CAPP,PRPD,PRPD
BusinessAuto,,BAHiredLiabilityCov,BAHiredLiabilityCovPD,CAPP,PRPD,PRPD
BusinessAuto,,BAHiredSpecPerilCov,BAHiredSpecPerilCov,CAPP,COMP,COMP
BusinessAuto,,BAHiredUIMCov,BAHiredUIMBI,CAPP,UNDR,BODI
BusinessAuto,,BAHiredUIMCov,BAHiredUIMPD,CAPP,UNDR,PRPD
BusinessAuto,,BAHiredUIMCov,BAHiredUIMVEH,CAPP,UNDR,PRPD
BusinessAuto,,BAHiredUMCov,BAHiredUMCovBI,CAPP,UNIN,BODI
BusinessAuto,,BAHiredUMCov,BAHiredUMCovPD,CAPP,UNIN,PRPD
BusinessAuto,,BAHiredUMCov,BAHiredUMCovVEH,CAPP,UNIN,PRPD
BusinessAuto,,BALimitedPropDamCov,BALimitedPropDamCov,CAPP,PRPD,PRPD
BusinessAuto,,BALoanLeaseGapCov,BALoanLeaseGapCov,CAPP,COMP,COMP
BusinessAuto,,BALossOfUseCov,BALossOfUseCov,CAPP,PRPD,PRPD
BusinessAuto,,BANonOwndSSExtendCov,BANonOwndSSExtendedBI,CAPP,BODI,BODI
BusinessAuto,,BANonOwndSSExtendCov,BANonOwndSSExtendedPD,CAPP,PRPD,PRPD
BusinessAuto,,BANonOwndSSExtendCov,BANonOwnSSExtendCovVEH,CAPP,PRPD,PRPD
BusinessAuto,,BANonownedLiabCov,BANonownedLiabCov_bi,CAPP,BODI,BODI
BusinessAuto,,BANonownedLiabCov,BANonownedLiabCov_pd,CAPP,PRPD,PRPD
BusinessAuto,,BANonownedLiabCov,BANonownedLiabCov_vd,CAPP,PRPD,PRPD
BusinessAuto,,BAOwnedLiabilityCov,BAOwnedLiabilityCov_bi,CAPP,BODI,BODI
BusinessAuto,,BAOwnedLiabilityCov,BAOwnedLiabilityCov_vd,CAPP,PRPD,PRPD
BusinessAuto,,BAOwnedLiabilityCov,BAOwnedLiabilityCov_pd,CAPP,PRPD,PRPD
BusinessAuto,,BAOwnedMedPayCov,BAOwnedMedPayCov,CAPP,MPAY,MPAY
BusinessAuto,,BAOwnedUIMBICov,BAOwnedUIMBICov,CAPP,UNDR,BODI
BusinessAuto,,BAOwnedUIMPDCov,BAOwnedUIMPDCov,CAPP,UNDR,PRPD
BusinessAuto,,BAOwnedUMBICov,BAOwnedUMBICov,CAPP,UNIN,BODI
BusinessAuto,,BAOwnedUMBISuppCov,BAOwnedUMBISuppCov,CAPP,UNIN,BODI
BusinessAuto,,BAOwnedUMPDCov,BAOwnedUMPDCovPD,CAPP,UNIN,PRPD
BusinessAuto,,BAOwnedUMPDCov,BAOwnedUMPDCovVEH,CAPP,UNIN,PRPD
BusinessAuto,,BAPollutLiabBasicCov,BAPollutLiabBasicBI,CAPP,BODI,BODI
BusinessAuto,,BAPollutLiabBasicCov,BAPollutLiabBasicPD,CAPP,PRPD,PRPD
BusinessAuto,,BAPollutLiabBasicCov,BAPollutLiabBasicGEN,CAPP,PRPD,PRPD
BusinessAuto,,BAPollutLiabBoardCov,BAPollutLiabBoardBI,CAPP,BODI,BODI
BusinessAuto,,BAPollutLiabBoardCov,BAPollutLiabBoardGEN,CAPP,PRPD,PRPD
BusinessAuto,,BAPollutLiabBoardCov,BAPollutLiabBoardPD,CAPP,PRPD,PRPD
BusinessAuto,,BAPropProtectionCov,BAPropProtectionCov,CAPP,PRPD,PRPD
BusinessAuto,,BARentalCov,BARentalCov,CAPP,RENT,RENT
BusinessAuto,,BASeasonTrailerLiabCov,BASeasonTrailerLiabCov_bi,CAPP,BODI,BODI
BusinessAuto,,BASeasonTrailerLiabCov,BASeasonTrailerLiabCov_pd,CAPP,PRPD,PRPD
BusinessAuto,,BASeasonTrailerLiabCov,BASeasonTrailerLiabCov_vd,CAPP,PRPD,PRPD
BusinessAuto,,BASpecCausesLossCov,BASpecCausesLossCov,CAPP,COMP,COMP
BusinessAuto,,BATapeDiscRecordCov,BATapeDiscRecordCov,CAPP,COMP,COMP
BusinessAuto,,BATowingLaborCov,BATowingLaborCov,CAPP,TOWL,TOWL
BusinessAuto,,CA_PIP_AR,CA_PIP_AR,CAPP,NFLT,NFLT
